Order,Nunber,Country,Began,Ended,F-scale,Loss,Year,Month,Day,Duration in Days,Dead,State,Injuries,Displaced,Damage (USD),Main cause,level,Affected sq km,Magnitude,Start_longtitude,End_longtitude,Start_latitude,End_latitude,M>6,Total annual floods M>6,M>4,Total annual floods M>4,Date Began,Total floods M>6,Total floods M>4
286,2749,USA,7/1/94,7/15/94,3,4,1994,7,1,15,32,MS,0,20000,see notes,Tropical cyclone,1,167722.97,6.4,-84.3318,-84.3318,31.07,31.07,1,8,1,35,1-Jul-94,178,753
287,2776,USA,6/22/94,6/27/94,3,4,1994,6,22,6,2,MS,0,0,,Heavy rain,1,13311.18,4.9,-83.6886,-83.6886,37.0272,37.0272,0,6,1,32,22-Jun-94,176,750
288,2808,USA,4/9/94,4/18/94,3,4,1994,4,9,10,6,MS,0,4000,,Rain and snowmelt,1,644301.28,6.8,-97.9613,-97.9613,36.8932,36.8932,1,4,1,21,9-Apr-94,174,739
289,2818,USA,3/24/94,3/28/94,3,4,1994,3,24,5,35,MS,0,0,,Torrential rain,1,179822.05,6,-85.308,-85.308,33.0034,33.0034,0,2,1,16,24-Mar-94,172,734
290,2820,USA,11/13/93,11/16/93,3,4,1993,11,13,4,5,MS,0,600,,Heavy rain,2,33628.03,5.4,-91.5834,-91.5834,34.0563,34.0563,0,16,1,66,13-Nov-93,168,704
291,2822,USA,9/22/93,9/28/93,3,4,1993,9,22,7,0,MS,0,2500,,Torrential rain,2,31766.69,5.6,-94.6207,-94.6207,36.764,36.764,0,16,1,53,22-Sep-93,168,691
292,2829,USA,8/21/93,8/22/93,3,4,1993,8,21,2,0,MS,0,0,,Heavy rain,2,579.318,3.4,-99.7646,-99.7646,41.6111,41.6111,0,15,0,46,21-Aug-93,167,684
293,2831,USA,6/24/93,8/23/93,3,4,1993,6,24,61,48,MS,0,31000,"12,000,000,000",Heavy rain,2,444971.26,7.7,-92.4812,-92.4812,40.3582,40.3582,1,8,1,30,24-Jun-93,160,668
294,2834,USA,6/21/93,6/23/93,3,4,1993,6,21,3,9,MS,0,12000,,Heavy rain,1,168818.57,5.7,-88.8702,-88.8702,19.839,19.839,0,7,1,28,21-Jun-93,159,666
295,2864,USA,3/7/93,3/12/93,3,4,1993,3,7,6,2,MS,0,1500,,Snowmelt,1,25231.12,5.2,-97.6983,-97.6983,41.7158,41.7158,0,1,1,12,7-Mar-93,153,650
296,2871,USA,2/23/93,3/6/93,3,4,1993,2,23,12,1,MS,0,1600,"80,000,000",Heavy rain,1,7406.56,4.9,-113.753,-113.753,32.8796,32.8796,0,1,1,11,23-Feb-93,153,649
297,2874,USA,1/20/93,1/21/93,3,4,1993,1,20,2,0,MS,0,200,,Torrential rain,2,42375.04,5.2,-90.7209,-90.7209,29.9467,29.9467,0,0,1,5,20-Jan-93,152,643
298,2881,USA,11/29/92,11/29/92,3,4,1992,11,29,1,3,MS,0,0,,Tropical cyclone,1,83.3733,1.9,-85.1568,-85.1568,29.6764,29.6764,0,26,0,92,29-Nov-92,151,633
299,2882,USA,9/10/92,9/12/92,3,4,1992,9,10,3,3,MS,0,25000,"500,000,000",Tropical cyclone,1,2901.55,3.9,-159.539,-159.539,22.064,22.064,0,23,0,74,10-Sep-92,148,615
300,2892,USA,8/26/92,8/27/92,3,4,1992,8,26,2,20,MS,0,1800000,"20,000,000,000",Extra-tropical cyclone,1,68137.19,5.1,-81.35,-81.35,26.3061,26.3061,0,21,1,67,26-Aug-92,146,608
301,2895,USA,6/30/92,7/6/92,3,4,1992,6,30,7,0,MS,0,600,,Heavy rain,1,33289.42,5.4,-91.874,-91.874,39.309,39.309,0,14,1,44,30-Jun-92,139,585
302,2934,USA,6/5/92,6/6/92,3,4,1992,6,5,2,0,MS,0,250,,Heavy rain,1,4609.14,4,-72.7314,-72.7314,41.5946,41.5946,0,11,0,36,5-Jun-92,136,577
303,2939,USA,3/12/92,3/14/92,3,4,1992,3,12,3,0,MS,0,0,"10,000,000",Ice jam/break-up,2,1311.44,3.9,-72.5285,-72.5285,44.2707,44.2707,0,5,0,19,12-Mar-92,130,560
304,2953,USA,3/4/92,3/6/92,3,4,1992,3,4,3,1,MS,0,0,"50,000,000",Heavy rain,1,6381.18,4.3,-95.3426,-95.3426,29.8372,29.8372,0,5,1,18,4-Mar-92,130,559
305,2959,USA,2/10/92,2/12/92,3,4,1992,2,10,3,8,MS,0,0,"30,000,000",Heavy rain,2,4604.18,4.4,-118.115,-118.115,34.0486,34.0486,0,2,1,12,10-Feb-92,127,553
306,2966,USA,12/18/91,12/31/91,3,4,1991,12,18,14,15,MS,0,1800,"8,000,000",Heavy rain,1,7420.85,5,-95.9628,-95.9628,29.4697,29.4697,0,20,1,106,18-Dec-91,125,538
307,2973,USA,12/14/91,12/16/91,3,4,1991,12,14,3,3,MS,0,200,"7,100,000",Heavy rain,1,1319.59,3.6,-159.554,-159.554,22.0615,22.0615,0,20,0,104,14-Dec-91,125,536
308,2975,USA,12/2/91,12/3/91,3,4,1991,12,2,2,4,MS,0,0,,Heavy rain,1,210359.75,5.6,-82.9024,-82.9024,40.0517,40.0517,0,19,1,103,2-Dec-91,124,535
309,2990,USA,10/8/91,10/13/91,3,4,1991,10,8,6,0,MS,0,0,"1,000,000",Heavy rain,1,10405.21,4.8,-80.4231,-80.4231,26.2763,26.2763,0,18,1,95,8-Oct-91,123,527
310,3020,USA,9/14/91,9/16/91,3,4,1991,9,14,3,0,MS,0,0,,Heavy rain,1,70880.61,5.3,-99.8947,-99.8947,28.8035,28.8035,0,18,1,88,14-Sep-91,123,520
311,3037,USA,9/5/91,9/8/91,3,4,1991,9,5,4,0,MS,0,0,,Heavy rain,2,24977.94,5.3,-111.924,-111.924,41.0624,41.0624,0,18,1,84,5-Sep-91,123,516
312,3052,USA,8/12/91,8/14/91,3,4,1991,8,12,3,1,MS,0,0,,Heavy rain,1,14207.43,4.6,-97.4674,-97.4674,32.5172,32.5172,0,15,1,72,12-Aug-91,120,504
313,3070,USA,8/10/91,8/12/91,3,4,1991,8,10,3,0,MS,0,200,,Heavy rain,1,2578.11,3.9,-75.4917,-75.4917,40.0211,40.0211,0,15,0,70,10-Aug-91,120,502
314,3083,USA,6/11/91,6/12/91,3,4,1991,6,11,2,2,MS,0,0,,Torrential rain,1,78319.43,5.2,-92.341,-92.341,31.1619,31.1619,0,7,1,30,11-Jun-91,112,462
315,3102,USA,5/3/91,5/7/91,3,4,1991,5,3,5,2,MS,0,800,,Ice jam or ice break-up,1,22130.06,5,-147.426,-147.426,64.8145,64.8145,0,5,1,17,3-May-91,110,449
316,3106,USA,4/28/91,5/2/91,3,4,1991,4,28,5,0,MS,0,10000,"100,000,000",Heavy rain,1,119197.31,5.8,-91.338,-91.338,32.0501,32.0501,0,5,1,14,28-Apr-91,110,446
317,3113,USA,4/5/91,4/9/91,3,4,1991,4,5,5,0,MS,0,0,"3,000,000",Heavy rain,1,32172.36,5.2,-97.6654,-97.6654,27.4406,27.4406,0,5,1,13,5-Apr-91,110,445
318,3171,USA,3/19/91,3/25/91,3,4,1991,3,19,7,0,MS,0,200,,Heavy rain,1,875.511,3.8,-157.952,-157.952,21.537,21.537,0,5,0,9,19-Mar-91,110,441
319,3236,USA,12/31/90,1/3/91,3,4,1990,12,31,4,0,MS,0,3500,,Heavy rain,1,177858.71,5.9,-83.122,-83.122,39.9139,39.9139,0,25,1,95,31-Dec-90,104,430
320,3253,USA,11/26/90,11/30/90,3,4,1990,11,26,5,2,MS,0,1000,"36,000,000",Heavy rain,1,21311.21,5,-86.6825,-86.6825,40.9323,40.9323,0,25,1,91,26-Nov-90,104,426
321,3255,USA,11/10/90,11/15/90,3,4,1990,11,10,6,0,MS,0,500,"12,800,000",Heavy rain,1,23287.94,5.1,-121.84,-121.84,48.038,48.038,0,25,1,89,10-Nov-90,104,424
322,3268,USA,10/4/90,10/6/90,3,4,1990,10,4,3,6,MS,0,1500,"1,000,000",Tropical cyclone,1,76698.69,5.4,-81.5019,-81.5019,29.5249,29.5249,0,23,1,74,4-Oct-90,102,409
323,3285,USA,9/7/90,9/9/90,3,4,1990,9,7,3,5,MS,0,300,,Heavy rain,1,45800.49,5.1,-81.3044,-81.3044,39.4546,39.4546,0,22,1,66,7-Sep-90,101,401
324,3300,USA,8/18/90,8/24/90,3,4,1990,8,18,7,0,MS,0,4000,,Heavy rain,1,502367.64,6.5,-90.7101,-90.7101,41.5583,41.5583,1,19,1,58,18-Aug-90,98,393
325,3313,USA,8/7/90,8/11/90,3,4,1990,8,7,5,0,MS,0,400,,Heavy rain,1,20288.6,5,-71.7534,-71.7534,44.0063,44.0063,0,18,1,54,7-Aug-90,97,389
326,3317,USA,7/28/90,8/4/90,3,4,1990,7,28,8,0,MS,0,0,,Heavy rain,1,31886.96,5.4,-91.8472,-91.8472,42.3526,42.3526,0,17,1,50,28-Jul-90,96,385
327,3340,USA,6/20/90,6/22/90,3,4,1990,6,20,3,1,MS,0,0,"1,500,000",Heavy rain,1,31630.43,5,-89.3548,-89.3548,40.4346,40.4346,0,11,1,37,20-Jun-90,90,372
328,3357,USA,6/15/90,6/16/90,3,4,1990,6,15,2,26,MS,0,440,,Torrential rain,1,5167.77,4,-80.9321,-80.9321,40.2508,40.2508,0,10,1,33,15-Jun-90,89,368
329,3358,USA,5/31/90,6/2/90,3,4,1990,5,31,3,0,MS,0,200,,Torrential rain,2,4890.14,4.5,-90.7024,-90.7024,32.7316,32.7316,0,9,1,29,31-May-90,88,364
330,3363,USA,4/26/90,6/1/90,3,4,1990,4,26,37,13,MS,0,4668,"500,000,000",Heavy rain,2,277912.44,7.3,-95.1282,-95.1282,32.6703,32.6703,1,7,1,21,26-Apr-90,86,356
331,3364,USA,3/16/90,3/24/90,3,4,1990,3,16,9,15,MS,0,6000,"100,000,000",Heavy rain,1,162225.07,6.2,-84.8524,-84.8524,31.07,31.07,1,4,1,14,16-Mar-90,83,349
332,3366,USA,1/26/90,1/30/90,3,4,1990,1,26,5,0,MS,0,150,,Heavy rain,1,7561.74,4.6,-91.1159,-91.1159,30.6182,30.6182,0,2,1,5,26-Jan-90,81,340
333,3370,USA,1/9/90,1/11/90,3,4,1990,1,9,3,4,MS,0,3000,"7,200,000",Heavy rain,2,86746.69,5.7,-123.094,-123.094,45.0135,45.0135,0,0,1,2,9-Jan-90,79,337
334,3379,USA,12/15/89,1/15/90,3,4,1989,12,15,32,0,MS,0,0,,Heavy rain,1,15158.67,5.7,-152.61,-152.61,61.2749,61.2749,0,20,1,100,15-Dec-89,79,335
335,3403,USA,10/15/89,10/16/89,3,4,1989,10,15,2,2,MS,0,0,,Tropical cyclone,1,6299.03,4.1,-94.5385,-94.5385,29.5712,29.5712,0,19,1,89,15-Oct-89,78,324
336,3420,USA,8/4/89,8/7/89,3,4,1989,8,4,4,0,MS,0,0,,Heavy rain,1,54973.9,5.3,-87.1388,-87.1388,37.1913,37.1913,0,16,1,67,4-Aug-89,75,302
337,3424,USA,6/2/89,6/5/89,3,4,1989,6,2,4,270,MS,0,175000,"21,000,000",Heavy rain,1,320834.55,6.1,-93.4054,-93.4054,37.2492,37.2492,1,5,1,26,2-Jun-89,64,261
338,3425,USA,5/24/89,5/26/89,3,4,1989,5,24,3,151,MS,0,336000,,Extra-tropical cyclone,1,8896.71,4.4,-73.1368,-73.1368,44.2546,44.2546,0,4,1,24,24-May-89,63,259
339,3431,USA,5/15/89,5/20/89,3,4,1989,5,15,6,6,MS,0,400,,Heavy rain,1,185647.99,6,-95.4192,-95.4192,31.6443,31.6443,1,4,1,23,15-May-89,63,258
340,3450,USA,4/9/89,4/19/89,3,4,1989,4,9,11,45,MS,0,306000,"650,000",Heavy rain,2,154568.76,6.5,-120.672,-120.672,43.819,43.819,1,3,1,20,9-Apr-89,62,255
341,3461,USA,3/29/89,4/1/89,3,4,1989,3,29,4,1,MS,0,0,,Heavy rain,1,100390.64,5.6,-91.3226,-91.3226,32.5555,32.5555,0,1,1,17,29-Mar-89,60,252
342,3465,USA,3/26/89,4/11/89,3,4,1989,3,26,17,3,MS,0,0,,Heavy rain,1,10933.94,5.3,-95.0101,-95.0101,38.3888,38.3888,0,1,1,16,26-Mar-89,60,251
343,3470,USA,3/18/89,3/27/89,3,4,1989,3,18,10,15,MS,0,0,,Heavy rain,1,2594.47,4.4,-82.0067,-82.0067,39.8812,39.8812,0,0,1,14,18-Mar-89,59,249
344,3475,USA,2/13/89,2/18/89,3,4,1989,2,13,6,5,MS,0,0,"25,000,000",Heavy rain,1,2609.29,4.2,-111.949,-111.949,33.0264,33.0264,0,0,1,10,13-Feb-89,59,245
345,3477,USA,2/11/89,2/13/89,3,4,1989,2,11,3,7,MS,0,17000,,Heavy rain,1,31247.12,5,-79.6533,-79.6533,38.0302,38.0302,0,0,1,9,11-Feb-89,59,244
346,3479,USA,2/1/89,2/2/89,3,4,1989,2,1,2,7,MS,0,4000,"2,600,000",Torrential rain,1,25065.05,4.7,-80.5875,-80.5875,25.9628,25.9628,0,0,1,6,1-Feb-89,59,241
347,3483,USA,9/6/88,9/9/88,3,4,1988,9,6,4,7,MS,0,1000,,Heavy rain,2,6517.48,4.7,-82.4462,-82.4462,27.7659,27.7659,0,20,1,69,6-Sep-88,54,216
348,3489,USA,2/1/88,2/4/88,3,4,1988,2,1,4,3,MS,0,0,,Heavy rain,1,2708.65,4,-90.22,-90.22,30.6473,30.6473,0,0,1,3,1-Feb-88,34,150
349,3525,USA,1/1/88,1/2/88,3,4,1988,1,1,2,0,MS,0,2800,"28,000,000",Heavy rain,1,385.696,2.9,-157.782,-157.782,21.3825,21.3825,0,0,0,0,1-Jan-88,34,147
350,3544,USA,12/25/87,12/29/87,3,4,1987,12,25,5,3,MS,0,6000,?,Heavy rain,2,16161,5.2,-90.0017,-90.0017,35.3657,35.3657,0,7,1,42,25-Dec-87,34,147
351,3561,USA,9/8/87,9/9/87,3,4,1987,9,8,2,1,MS,0,120,,Heavy rain,1,12008.56,4.4,-75.9401,-75.9401,40.4228,40.4228,0,7,1,32,8-Sep-87,34,137
352,3567,USA,7/17/87,7/17/87,3,4,1987,7,17,1,9,MS,0,0,,Heavy rain,2,999.46,3.3,-98.7832,-98.7832,29.9247,29.9247,0,4,0,24,17-Jul-87,31,129
353,3580,USA,7/2/87,7/3/87,3,4,1987,7,2,2,0,MS,0,2100,"20,000,000",Heavy rain,2,11883.86,4.7,-82.6341,-82.6341,40.5807,40.5807,0,3,1,20,2-Jul-87,30,125
354,3595,USA,5/26/87,5/30/87,3,4,1987,5,26,5,2,MS,0,2200,"20,000,000",Torrential rain,2,36413.61,5.6,-95.2617,-95.2617,40.5924,40.5924,0,2,1,16,26-May-87,29,121
355,3622,USA,3/31/87,4/9/87,3,4,1987,3,31,10,5,MS,0,5000,"110,000,000",Snowmelt,2,39618.48,5.9,-69.4556,-69.4556,44.7173,44.7173,0,1,1,10,31-Mar-87,28,115
356,3625,USA,11/23/86,11/26/86,3,4,1986,11,23,4,0,MS,0,2000,?,Rain and snowmelt,2,26882,5.3,-122.012,-122.012,47.6776,47.6776,0,13,1,38,23-Nov-86,24,102
357,3629,USA,9/26/86,10/13/86,3,4,1986,9,26,18,10,MS,0,55000,"40,000,000",Heavy rain,2,107660.8,6.6,-90.6864,-90.6864,38.8855,38.8855,1,12,1,33,26-Sep-86,23,97
358,3641,USA,9/25/86,10/5/86,3,4,1986,9,25,11,1,MS,0,700,"36,000,000",Heavy rain,2,49214.9,6,-107.522,-107.522,48.0263,48.0263,1,10,1,31,25-Sep-86,21,95
359,3659,USA,9/9/86,9/17/86,3,4,1986,9,9,9,6,MS,0,4000,"323,000,000",Torrential rain,2,53960.13,6,-84.4959,-84.4959,43.1135,43.1135,0,9,1,30,9-Sep-86,20,94
360,3689,USA,9/2/86,9/5/86,3,4,1986,9,2,4,3,MS,0,0,,Heavy rain,1,49574.37,5.3,-102.223,-102.223,31.9611,31.9611,0,9,1,28,2-Sep-86,20,92
361,3702,USA,8/18/86,8/21/86,3,4,1986,8,18,4,2,MS,0,125,,Heavy rain,1,3757.12,4.2,-81.5473,-81.5473,34.3153,34.3153,0,9,1,27,18-Aug-86,20,91
362,3711,USA,8/6/86,8/6/86,3,4,1986,8,6,1,1,MS,0,250,,Torrential rain,1,6562.47,3.8,-88.2263,-88.2263,42.894,42.894,0,9,0,24,6-Aug-86,20,88
363,3722,USA,7/1/86,7/2/86,3,4,1986,7,1,2,1,MS,0,640,"3,000,000",Heavy rain,2,6985.68,4.4,-94.9169,-94.9169,41.7178,41.7178,0,5,1,16,1-Jul-86,16,80
364,3762,USA,6/27/86,6/30/86,3,4,1986,6,27,4,1,MS,0,1000,"5,000,000",Tropical cyclone,1,25821.21,5,-94.1582,-94.1582,31.1451,31.1451,0,5,1,15,27-Jun-86,16,79
365,3785,USA,5/31/86,6/11/86,3,4,1986,5,31,12,10,MS,0,3500,?,Torrential rain,1,26949.32,5.5,-97.8369,-97.8369,29.6932,29.6932,0,5,1,12,31-May-86,16,76
366,3799,USA,5/30/86,5/31/86,3,4,1986,5,30,2,8,MS,0,10,"20,000,000",Torrential rain,1,1700.14,3.5,-79.7424,-79.7424,40.604,40.604,0,5,0,11,30-May-86,16,75
367,3802,USA,5/24/86,5/24/86,3,4,1986,5,24,1,3,MS,0,100,?,Torrential rain,1,5256.42,3.7,-97.2966,-97.2966,32.4344,32.4344,0,5,0,10,24-May-86,16,74
368,3809,USA,5/15/86,5/15/86,3,4,1986,5,15,1,3,MS,0,0,"100,000,000",Torrential rain,1,6447.33,3.8,-89.8357,-89.8357,37.2733,37.2733,0,5,0,9,15-May-86,16,73
369,3813,USA,3/27/86,4/5/86,3,4,1986,3,27,10,2,MS,0,496,"200,000",Ice jam/break-up,1,4321.14,4.6,-87.8814,-87.8814,45.0248,45.0248,0,3,1,5,27-Mar-86,14,69
370,3815,USA,2/12/86,2/27/86,3,4,1986,2,12,16,18,MS,0,30000,"319,000,000",Torrential rain,2,88717.35,6.5,-121.38,-121.38,39.2816,39.2816,1,2,1,3,12-Feb-86,13,67
371,3832,USA,1/1/86,1/6/86,3,4,1986,1,1,6,0,MS,0,100,,Ice jam/break-up,1,1742.13,4,-116.954,-116.954,44.0047,44.0047,0,0,1,1,1-Jan-86,11,65
372,3849,USA,12/30/85,12/31/85,3,4,1985,12,30,2,0,MS,0,100,,Heavy rain,1,2796.82,3.7,-82.8186,-82.8186,42.6864,42.6864,0,11,0,64,30-Dec-85,11,64
373,3861,USA,11/1/85,11/9/85,3,4,1985,11,1,9,54,MS,0,18000,"850,000,000",Heavy rain,2,57867.01,6,-78.4543,-78.4543,38.837,38.837,1,11,1,62,1-Nov-85,11,62
374,3905,USA,10/26/85,10/30/85,3,4,1985,10,26,5,0,MS,0,400000,"1,000,000,000",Tropical cyclone,2,9355.65,5,-90.0003,-90.0003,29.542,29.542,0,10,1,61,26-Oct-85,10,61
375,3937,USA,10/19/85,10/21/85,3,4,1985,10,19,3,3,MS,0,0,,Heavy rain,1,61286.27,5.3,-98.6949,-98.6949,31.7526,31.7526,0,10,1,59,19-Oct-85,10,59
376,3938,USA,10/6/85,10/8/85,3,4,1985,10,6,3,99,MS,0,6200,"447,000,000",Tropical cyclone,1,7219.8,4.3,-66.635,-66.635,18.2233,18.2233,0,10,1,54,6-Oct-85,10,54
377,3948,USA,9/6/85,9/9/85,3,4,1985,9,6,4,0,MS,0,160,"10,000,000",Torrential rain,2,3235.32,4.4,-83.8824,-83.8824,43.242,43.242,0,9,1,47,6-Sep-85,9,47
378,3977,USA,8/30/85,9/5/85,3,4,1985,8,30,7,4,MS,0,1000000,,Tropical cyclone,1,73968.61,5.7,-82.3489,-82.3489,28.5438,28.5438,0,9,1,43,30-Aug-85,9,43
379,3989,USA,8/2/85,8/3/85,3,4,1985,8,2,2,12,MS,0,0,"40,000,000",Torrential rain,2,17922.86,4.9,-105.091,-105.091,41.6853,41.6853,0,9,1,36,2-Aug-85,9,36
380,3997,USA,7/24/85,7/25/85,3,4,1985,7,24,2,0,MS,0,100,"100,000",Heavy rain,1,2440.1,3.7,-85.7798,-85.7798,34.4872,34.4872,0,9,0,34,24-Jul-85,9,34
381,4050,USA,7/9/85,7/10/85,3,4,1985,7,9,2,2,MS,0,200,,Torrential rain,1,24269.06,4.7,-80.5923,-80.5923,38.9381,38.9381,0,7,1,29,9-Jul-85,7,29
382,4051,USA,6/10/85,6/11/85,3,4,1985,6,10,2,0,MS,0,320,,Heavy rain,2,9865.44,4.6,-96.1011,-96.1011,36.3581,36.3581,0,5,1,24,10-Jun-85,5,24
383,4060,USA,6/5/85,6/6/85,3,4,1985,6,5,2,6,MS,0,100,,Heavy rain,1,83470.44,5.2,-99.4494,-99.4494,33.6977,33.6977,0,5,1,23,5-Jun-85,5,23
384,4061,USA,5/19/85,5/20/85,3,4,1985,5,19,2,2,MS,0,4500,"67,000,000",Heavy rain,1,1423.92,3.5,-66.706,-66.706,18.2291,18.2291,0,4,0,19,19-May-85,4,19
385,4064,USA,5/11/85,5/12/85,3,4,1985,5,11,2,2,MS,0,0,,Heavy rain,1,116344.02,5.4,-105.275,-105.275,34.8628,34.8628,0,4,1,19,11-May-85,4,19
386,4080,USA,4/24/85,4/25/85,3,4,1985,4,24,2,0,MS,0,400,"400,000",Rain and snowmelt,2,5123.72,4.3,-87.8805,-87.8805,46.4938,46.4938,0,4,1,18,24-Apr-85,4,18
387,4089,USA,4/11/85,4/12/85,3,4,1985,4,11,2,1,MS,0,200,,Heavy rain,1,17192.76,4.5,-96.8425,-96.8425,28.5802,28.5802,0,3,1,16,11-Apr-85,3,16
388,4101,USA,3/30/85,3/31/85,3,4,1985,3,30,2,0,MS,0,300,,Heavy rain,1,16883.54,4.5,-83.5377,-83.5377,42.0122,42.0122,0,2,1,14,30-Mar-85,2,14
389,4115,USA,3/14/85,3/15/85,3,4,1985,3,14,2,0,MS,0,0,,Heavy rain,1,141508,5.5,-96.7845,-96.7845,29.6044,29.6044,0,2,1,13,14-Mar-85,2,13
390,4124,USA,3/13/85,3/14/85,3,4,1985,3,13,2,0,MS,0,80,,Rain and snowmelt,1,26527.13,4.7,-108.093,-108.093,35.3824,35.3824,0,2,1,12,13-Mar-85,2,12
391,4129,USA,3/3/85,3/8/85,3,4,1985,3,3,6,4,MS,0,2400,"11,000,000",Rain and snowmelt,2,26266.14,5.5,-89.5537,-89.5537,40.6814,40.6814,0,2,1,11,3-Mar-85,2,11
392,4134,USA,2/22/85,3/1/85,3,4,1985,2,22,8,7,MS,0,2250,"12,100,000",Rain and snowmelt,2,210527.96,6.5,-85.1742,-85.1742,40.6691,40.6691,1,2,1,9,22-Feb-85,2,9
393,4135,USA.,3/17/02,3/24/02,3,4,2002,3,17,8,7,MS,0,2000,"76,000,000",Heavy rain,2,40931.32,5.8,-83.2183,-83.2183,36.8924,36.8924,0,4,1,23,17-Mar-02,428,1681
394,4152,USA?,10/15/01,10/19/01,3,4,2001,10,15,5,0,MS,0,0,,Heavy rain,1,17273.71,4.9,-87.3397,-87.3397,38.9667,38.9667,0,14,1,87,15-Oct-01,421,1632
395,4160,USA?,5/6/00,5/9/00,3,4,2000,5,6,4,3,MS,0,1200,"30,000,000",Brief torrential rain,2,75334.21,5.8,-92.2469,-92.2469,37.0091,37.0091,0,7,1,17,6-May-00,388,1468
396,4177,USA?,7/10/88,7/11/88,3,4,1988,7,10,2,5,MS,0,0,"12,000,000",Heavy rain,1,2444.8,3.7,-99.3069,-99.3069,30.0496,30.0496,0,8,0,32,10-Jul-88,42,179
397,4195,USA?,6/5/87,6/8/87,3,4,1987,6,5,4,0,MS,0,536,,Heavy rain,1,7258.74,4.5,-97.1003,-97.1003,28.9938,28.9938,0,2,1,18,5-Jun-87,29,123
